amount,transaction_hour,customer_avg_transaction,previous_transaction_count,is_international,is_new_device,location_changed,is_fraud
743.84,15,404.55,74,0,1,0,0
1300.39,0,461.51,107,0,0,0,0
1287.65,6,822.45,106,1,0,0,0
1099.98,9,983.23,169,0,0,0,0
1697.54,8,553.54,68,1,1,0,0
3607.05,2,1188.8,162,0,0,1,0
2834.31,21,371.06,166,0,0,0,0
248.42,22,267.22,22,0,0,0,0
85.29,13,298.33,67,0,0,0,0
2791.46,14,348.89,53,0,0,1,1
279.53,1,302.56,60,0,0,0,0
875.88,23,2236.56,95,0,0,0,0
340.32,13,262.4,62,0,0,0,0
180.91,15,1167.31,159,0,0,1,0
1884.58,6,655.19,59,0,1,0,0
2342.92,3,761.1,89,1,0,0,1
616.15,17,386.28,23,0,0,0,0
82.18,23,808.57,155,0,0,0,0
635.08,4,384.39,107,1,0,1,1
1622.63,5,1157.09,116,0,0,0,0
249.91,6,1215.98,112,0,0,0,0
1317.33,14,613.44,51,0,0,0,0
1079.97,0,638.03,111,0,0,1,1
1957.24,23,862.33,198,0,0,0,0
1235.93,3,836.28,183,0,1,0,0
414.44,0,1229.65,88,0,0,0,0
3628.49,10,1208.95,160,0,0,0,0
935.86,17,653.73,132,0,0,0,0
1067.1,13,499.53,189,0,0,0,0
431.27,21,1082.44,62,1,0,0,0
703.96,10,605.61,147,0,0,0,0
452.69,9,712.12,148,0,1,0,0
922.47,16,914.33,101,1,0,0,0
6073.61,3,1194.32,51,0,0,0,0
278.13,23,777.83,195,0,0,0,0
218.42,14,467.63,144,0,0,0,0
4775.1,15,1955.12,107,0,0,0,0
889.51,20,1666.04,175,0,0,0,0
561.68,12,361.12,88,0,0,1,0
3102.32,8,384.88,161,0,0,0,0
598.47,10,415.05,53,0,0,0,0
6809.06,10,1106.69,135,0,0,0,0
2160.13,5,2000.37,116,0,1,0,0
673.23,0,490.9,64,0,0,0,0
9483.5,21,736.24,70,0,0,0,0
598.42,5,423.45,91,0,0,0,0
2303.29,12,1844.78,130,0,0,0,0
1479.25,21,1091.05,30,0,0,0,0
4030.89,23,405.54,75,0,0,0,0
5226.57,21,188.41,78,0,0,1,1
1132.3,4,1239.61,51,1,0,0,1
516.25,14,471.78,80,0,0,0,0
1737.1,17,1102.83,100,0,0,0,0
556.84,19,793.31,174,0,0,0,0
8212.29,13,221.28,35,0,0,1,1
1257.07,14,409.91,26,0,1,0,1
761.03,4,537.81,21,1,0,0,1
1319.07,3,443.42,152,0,0,0,0
285.11,1,713.16,140,0,0,0,0
415.04,6,846.26,102,0,0,0,0
3642.46,9,1946.16,53,0,0,1,0
568.56,15,883.0,91,0,1,0,0
384.94,9,1627.27,42,0,0,0,0
1875.54,17,499.65,57,0,1,1,1
3589.27,16,1338.26,32,0,0,0,0
2250.6,20,529.15,81,0,0,0,1
2969.2,12,383.67,161,0,0,1,1
514.5,0,374.07,143,0,0,0,0
264.59,0,136.3,179,0,1,1,1
4921.33,14,1110.37,177,0,0,0,0
794.19,0,306.7,22,0,1,1,1
853.35,5,1548.26,54,0,0,0,0
4138.94,12,599.12,93,0,0,0,0
1912.62,0,261.67,181,0,0,1,1
1730.02,4,340.14,154,1,0,0,1
9556.74,8,745.74,49,0,0,0,0
576.22,16,215.3,193,0,0,0,0
2773.43,15,947.63,131,0,1,0,0
1160.97,7,267.79,97,0,0,0,0
1434.53,16,426.93,25,0,0,0,0
5056.7,14,749.37,193,0,0,1,0
1822.27,23,880.57,80,0,0,1,0
1878.63,0,1073.45,168,0,0,0,0
3205.13,11,303.71,156,1,1,1,1
761.32,4,552.76,164,0,0,0,0
473.8,23,1281.52,95,1,0,1,1
385.75,5,552.84,191,0,0,1,0
153.49,0,793.59,100,0,1,0,0
8571.58,0,733.23,100,1,0,0,1
363.87,9,1452.07,79,0,1,0,0
878.97,9,502.93,114,0,0,0,0
831.46,2,288.89,86,0,0,0,0
1491.3,16,372.14,132,0,0,1,0
2479.31,18,744.94,107,0,0,0,0
2592.75,10,259.38,137,0,0,1,1
612.12,17,479.79,148,0,0,1,0
927.86,1,695.93,143,0,0,0,0
1454.74,8,419.91,39,1,1,0,1
855.18,23,809.25,116,0,0,0,0
5471.71,16,1027.26,174,0,1,0,1
1791.8,13,873.88,91,0,0,0,0
2286.73,3,262.83,123,0,0,1,1
2127.88,16,697.5,102,0,1,0,0
3545.64,16,731.04,85,0,0,0,0
1314.25,11,529.24,142,1,0,0,0
299.82,19,802.7,86,0,0,0,0
1635.47,17,785.61,140,0,1,0,0
571.72,2,629.85,30,0,0,1,0
646.38,10,364.1,7,0,0,0,1
1971.13,17,654.6,63,0,0,0,0
3783.04,3,2038.89,120,0,0,0,0
1120.21,16,525.64,135,1,1,0,0
1493.43,17,1246.86,170,0,0,0,0
6016.22,4,680.83,134,0,0,0,1
1395.14,13,411.4,149,0,0,0,0
14789.65,9,556.71,40,0,0,0,0
1930.45,14,658.44,90,0,0,0,0
188.53,0,985.48,102,0,0,0,0
2329.34,15,2773.95,128,0,0,0,0
1605.45,10,687.32,77,0,0,0,0
3982.85,22,317.82,114,0,0,0,0
2149.91,19,246.47,126,0,0,0,0
954.84,5,516.42,134,0,0,0,0
322.37,23,338.03,166,1,0,1,0
889.78,21,929.59,31,0,0,1,0
468.47,15,933.7,169,0,0,0,0
613.68,1,609.36,154,0,1,0,0
1975.5,0,986.76,72,0,0,1,0
5824.94,23,691.49,18,0,0,1,0
1627.29,23,2039.67,102,0,0,0,0
331.66,8,968.43,27,0,0,1,0
1710.61,21,1138.39,176,0,1,0,0
3628.71,11,278.98,197,0,0,0,0
595.99,16,329.4,119,0,0,0,0
959.09,14,886.52,116,1,0,1,1
1112.86,18,262.56,100,1,0,0,0
500.25,21,457.29,82,0,0,0,0
2097.04,9,1349.71,65,0,0,0,0
971.7,11,451.46,89,0,0,0,0
1668.25,13,321.87,187,0,0,0,0
451.47,8,992.8,75,0,0,0,0
708.07,12,2307.96,89,0,0,0,0
2258.33,2,409.45,54,0,0,0,0
755.34,20,1386.33,144,1,0,0,0
6166.98,13,379.97,19,0,0,0,0
735.36,20,621.74,149,0,1,0,0
1372.91,9,638.12,38,0,0,0,0
2786.64,15,416.05,39,0,0,0,0
265.51,6,1124.66,43,0,1,0,0
188.52,3,264.06,187,0,1,0,0
238.49,19,747.72,191,0,0,0,0
3876.1,22,1267.12,137,1,0,1,0
631.53,10,1069.88,34,0,0,0,0
14160.32,15,893.13,136,0,1,0,0
623.75,19,1721.89,147,0,0,0,0
1318.9,3,583.02,107,0,0,0,0
5126.15,21,266.44,167,1,1,0,1
8152.61,21,721.35,78,0,0,0,0
8617.1,22,616.8,59,0,0,1,1
3671.54,16,186.89,198,0,0,0,0
3053.56,12,338.64,64,0,0,0,0
1983.32,10,313.7,28,0,0,0,0
2388.36,2,408.01,26,0,0,1,1
631.95,8,538.77,176,0,0,0,0
483.86,5,551.3,36,1,1,1,1
1092.94,21,416.85,99,0,0,0,1
925.02,20,313.45,87,0,0,0,0
696.99,10,834.2,183,0,0,0,0
2200.38,15,713.33,7,0,0,0,0
2850.66,18,726.33,74,0,0,0,0
1198.0,4,1934.12,164,0,0,0,0
4805.57,13,733.42,134,1,0,1,1
350.13,16,533.79,92,0,0,0,0
903.56,2,624.23,113,0,0,0,0
535.49,3,705.77,63,0,1,1,1
169.6,15,962.44,81,0,0,0,0
1009.61,15,647.53,18,0,0,0,0
970.93,20,207.32,55,0,0,0,0
4981.32,3,511.81,143,0,1,0,1
2060.72,18,665.74,82,0,0,1,1
393.79,16,1454.65,84,1,0,0,0
7002.99,12,415.08,14,0,1,1,1
3718.34,21,249.35,84,0,1,1,1
1962.74,22,691.34,128,0,1,0,0
874.38,23,1118.5,190,0,0,0,0
420.13,0,525.29,38,0,1,0,1
755.81,11,2778.95,125,0,0,0,0
3257.61,3,2412.69,84,0,0,0,0
7219.83,10,636.84,57,1,0,0,1
5131.96,4,743.99,160,0,0,1,1
672.6,1,1512.08,22,0,0,0,0
357.95,16,630.24,158,0,0,0,1
1262.55,7,410.57,106,0,0,0,0
187.08,5,1133.83,139,0,0,0,0
1515.0,20,878.88,177,0,0,0,0
946.15,8,409.77,102,0,0,0,0
688.12,12,786.43,49,0,0,0,0
222.58,10,604.24,39,0,0,0,0
1832.8,15,527.92,184,0,0,1,0
643.74,15,415.09,118,0,0,0,0
340.39,1,715.4,25,0,0,0,0
62.04,9,567.07,160,0,0,0,0
1066.87,11,789.05,100,0,0,0,0
6452.68,7,1087.79,48,0,0,1,0
5774.8,10,764.28,84,0,0,0,0
694.3,9,772.17,60,1,0,1,0
600.52,12,480.72,142,0,1,1,1
1752.46,16,1345.62,155,0,0,0,1
404.08,6,399.77,180,0,0,0,0
1482.95,23,252.85,184,0,1,1,1
2359.21,2,349.82,147,0,1,0,1
3740.35,19,1237.14,59,0,0,0,0
992.12,12,875.98,47,0,0,0,0
894.55,18,1461.42,54,0,0,0,1
455.78,6,300.72,10,0,0,0,0
479.68,8,2676.14,165,0,0,1,1
874.39,18,561.04,66,1,0,0,0
1583.46,12,231.32,59,0,1,0,1
2734.17,21,2483.61,171,0,1,0,0
491.19,7,303.06,144,0,1,0,0
4878.97,21,523.88,120,0,0,0,0
836.21,17,587.9,35,0,0,1,0
1073.45,22,868.22,78,0,0,0,0
519.46,1,413.73,185,0,0,0,0
97.1,17,1240.89,38,0,0,0,0
2654.59,17,1045.43,173,0,0,0,0
2291.23,10,672.79,14,1,1,0,0
827.72,0,1472.32,56,0,1,0,0
1172.61,13,638.6,189,0,0,0,0
1837.09,15,563.75,82,0,0,0,0
229.86,10,2205.84,7,0,0,0,0
646.1,0,794.28,189,0,1,0,0
2426.64,6,368.19,165,1,0,0,1
312.85,15,399.35,139,0,1,0,0
1470.79,13,672.75,8,0,0,0,0
282.43,14,157.78,171,1,1,0,0
1748.35,13,454.96,52,1,0,0,0
1058.24,20,626.26,78,0,1,0,0
218.08,10,601.65,83,0,1,0,0
3514.81,15,312.79,148,0,0,1,1
526.06,18,508.21,170,1,0,0,0
487.72,16,1350.03,8,0,1,0,0
1340.19,5,1192.6,8,0,0,0,0
3458.66,10,704.42,124,0,0,0,0
397.1,16,638.2,123,0,1,0,0
1166.4,8,603.67,159,1,1,0,1
1683.81,17,766.46,21,0,0,0,0
2193.18,16,707.36,100,1,0,0,0
1308.24,11,807.94,74,0,0,0,0
759.74,22,898.81,186,1,0,0,1
479.34,21,321.61,101,0,1,0,0
1195.29,21,552.16,12,0,0,0,0
375.35,4,749.01,118,1,1,0,1
59.07,10,372.6,185,0,0,0,0
1696.9,3,443.95,9,0,0,0,0
2707.92,3,583.63,51,0,1,0,1
103.24,2,601.06,44,0,0,0,0
399.52,23,757.45,126,1,0,0,1
2036.84,22,399.89,139,0,1,1,0
8582.63,16,1188.93,144,0,1,0,1
1119.67,6,598.1,98,0,0,0,0
529.53,3,725.69,157,0,0,0,0
913.34,22,532.78,32,0,0,0,0
4336.73,12,766.16,175,0,1,0,0
574.81,11,1812.99,81,0,1,0,0
493.15,0,529.82,179,1,0,0,1
676.72,20,479.77,53,0,0,0,0
422.7,18,404.2,90,0,1,0,0
1239.76,20,641.77,58,0,0,0,0
5567.37,19,637.32,22,0,1,0,0
1514.86,17,685.99,31,0,1,0,0
852.05,10,880.91,76,0,1,0,0
819.09,19,816.72,138,0,0,0,0
229.71,2,656.21,126,1,0,1,1
2652.11,16,2147.98,109,0,0,0,0
1014.51,11,1006.68,73,0,0,0,0
915.55,9,346.0,75,1,0,0,0
26718.4,7,263.19,154,0,0,0,0
1478.46,14,438.17,191,1,0,0,0
517.09,4,728.94,179,0,0,0,0
715.97,3,416.67,121,0,0,0,0
3458.0,20,456.42,36,0,1,1,1
1228.16,19,675.63,113,0,0,0,0
260.27,18,541.76,101,0,0,0,0
2749.65,20,194.68,5,0,0,0,0
562.2,3,1269.41,186,0,0,0,0
7138.78,14,1104.31,178,0,1,0,0
3229.39,16,307.64,173,0,0,0,0
701.12,11,688.24,112,0,0,0,0
3948.21,2,340.38,118,1,0,0,1
1173.63,9,461.61,45,0,1,1,0
2572.86,14,890.42,12,1,0,0,0
1780.65,9,1081.42,164,0,0,0,0
470.43,23,1066.34,34,0,0,0,0
576.2,22,770.4,50,0,0,0,0
3071.62,17,1429.56,109,0,0,0,0
784.64,0,461.12,184,1,1,0,0
732.42,2,526.8,100,0,0,0,0
421.95,20,140.22,65,0,1,0,0
1675.05,11,629.02,145,0,0,1,0
8625.9,0,941.82,93,0,0,1,1
377.08,2,789.31,172,0,1,0,1
1123.52,2,457.41,130,0,0,0,0
4501.75,4,1104.02,65,0,0,0,0
1012.68,18,636.32,124,0,1,0,0
1723.95,0,1053.48,176,0,1,0,0
379.03,3,890.42,194,0,0,0,0
1682.96,3,1563.54,125,0,0,0,0
909.46,16,815.35,176,0,0,0,0
2938.72,13,959.07,52,1,0,0,0
3595.31,17,635.22,63,0,0,0,0
14611.49,0,491.9,189,0,0,0,1
1957.91,21,892.87,15,0,0,0,0
1518.98,15,1638.67,29,0,0,0,0
1331.93,2,459.65,193,0,1,0,0
770.34,22,573.13,50,0,0,1,0
1538.38,20,675.86,58,0,0,0,0
816.15,8,1003.19,38,0,1,1,0
1297.85,22,818.34,88,0,0,0,0
4095.31,3,1150.37,139,0,0,0,0
400.8,20,2174.05,66,1,0,0,0
3428.5,4,453.35,61,1,1,0,1
4093.33,10,958.95,97,0,0,0,1
974.51,20,806.24,120,0,0,0,0
131.39,8,672.78,80,0,1,1,1
597.16,2,956.85,137,0,0,1,0
4011.8,5,566.75,80,0,1,0,1
1071.84,23,807.41,167,0,0,0,0
403.71,10,303.94,41,0,1,0,0
661.97,8,481.41,192,1,0,0,0
2541.78,14,1247.02,197,1,1,0,1
1894.54,22,1218.59,148,0,1,0,0
863.56,2,777.17,34,1,1,0,1
759.89,0,506.83,46,0,0,0,0
741.18,19,1091.34,65,0,1,0,0
435.98,21,1396.73,52,0,0,1,0
5515.82,18,519.35,194,0,0,0,0
794.47,13,277.82,88,0,1,0,0
3703.96,16,870.86,97,1,0,0,1
5020.66,21,1150.86,196,0,0,0,0
2975.93,13,946.23,189,0,0,1,1
712.21,16,1701.13,72,0,0,0,0
1642.1,13,1705.44,50,0,0,1,0
1070.42,11,553.78,117,0,0,0,0
444.21,15,749.49,32,0,0,0,0
1516.8,0,493.77,81,0,0,0,0
337.3,12,360.24,125,0,1,1,0
3596.37,5,373.13,7,0,0,0,0
689.1,16,1022.71,41,0,0,0,0
1340.98,11,797.7,180,0,0,0,1
1455.77,22,1134.53,151,0,0,0,0
846.49,18,3038.06,96,0,0,1,1
1971.78,5,897.78,87,1,0,0,0
682.05,6,414.57,21,0,0,0,0
2620.96,0,1237.78,125,1,0,0,0
285.44,0,409.97,91,1,0,0,1
1244.36,4,1898.85,44,1,0,1,0
7623.03,5,203.8,182,0,1,0,0
403.3,15,479.18,77,0,0,0,0
556.83,15,966.12,33,0,0,0,0
1833.36,13,1348.18,183,0,1,1,0
1312.36,0,443.11,46,1,1,0,1
1557.18,12,397.44,33,0,0,0,0
1788.6,19,727.07,70,1,0,1,0
2068.79,9,2091.0,128,0,0,0,0
3326.58,23,264.27,149,0,0,0,0
1652.13,9,550.89,124,0,0,0,0
861.56,8,777.52,113,0,0,0,0
2148.6,12,412.58,163,0,1,1,1
7331.11,2,411.73,96,0,0,0,0
960.42,17,578.23,116,0,0,0,0
413.84,19,792.84,56,0,0,0,0
3317.88,1,591.68,171,0,0,0,0
972.26,16,1602.53,64,0,0,0,0
124.88,18,949.15,98,0,0,0,0
2559.13,22,837.06,183,0,1,0,0
642.05,12,1232.24,148,0,1,1,1
1001.71,12,845.97,102,0,0,0,0
1528.41,0,509.84,18,0,1,0,0
1326.77,1,567.99,174,0,0,0,0
2229.32,0,337.76,55,0,0,0,1
709.47,23,2214.82,28,0,0,0,0
1831.89,4,1162.62,111,0,0,1,0
845.94,23,143.2,175,0,0,0,0
2295.74,2,1480.12,77,0,0,0,0
2029.14,6,276.01,151,0,1,0,1
430.33,23,909.05,88,0,0,0,0
3248.61,21,177.25,65,0,0,1,0
641.65,12,514.46,110,0,0,0,0
2460.35,22,1487.07,98,1,0,0,0
1583.33,17,1537.6,67,0,0,0,0
6892.46,23,799.56,158,0,1,0,1
877.02,20,1066.86,99,0,0,1,0
773.31,6,284.82,39,0,0,0,0
1075.54,0,918.74,71,1,0,0,0
809.83,4,1108.3,60,0,0,0,0
2440.46,16,3108.35,44,1,0,0,0
217.82,7,457.63,161,0,0,0,0
382.34,14,671.68,138,0,0,0,0
376.98,19,697.06,184,0,0,0,0
2836.45,3,1011.46,133,1,0,0,0
6066.96,1,1128.12,184,0,0,0,0
987.87,4,1257.08,28,0,0,0,1
926.28,0,1203.24,106,0,0,0,0
1176.21,4,273.51,166,0,0,0,0
3504.76,5,138.67,119,0,1,0,1
433.83,1,488.52,139,0,0,0,0
1391.82,0,651.16,79,0,1,0,0
2907.93,3,460.37,15,0,1,0,1
1810.02,6,504.81,40,1,1,0,0
1325.55,21,543.62,152,0,1,0,0
2984.08,0,940.55,67,1,0,0,1
73.46,0,357.73,84,0,0,1,0
2160.03,7,634.8,195,0,0,0,0
570.16,19,637.72,92,1,0,0,1
175.8,15,927.8,34,1,0,0,0
1828.41,20,1335.61,162,0,0,0,0
4331.45,12,1827.06,107,0,0,0,0
955.8,22,425.13,116,0,0,0,0
2843.74,23,200.34,88,0,1,0,1
5498.76,22,575.27,154,0,1,0,1
4084.34,17,256.42,109,0,0,0,0
5653.13,19,3431.48,193,1,0,0,0
2303.37,9,393.97,25,0,0,0,0
1182.56,11,932.9,41,0,0,0,0
220.97,0,1164.96,31,0,1,0,0
857.43,9,815.97,106,0,0,0,0
471.89,8,2312.38,167,0,0,0,0
9613.68,2,589.05,42,1,0,0,1
919.76,18,403.05,64,0,0,0,0
1240.42,8,390.73,74,0,0,0,0
1903.57,9,1043.15,36,1,0,0,0
1145.51,18,593.55,84,0,1,1,0
5973.28,15,390.77,159,1,0,0,0
588.37,23,866.78,135,0,0,1,0
1332.23,17,1017.95,181,0,0,1,0
521.93,13,782.73,106,0,0,0,0
292.94,2,1141.11,106,1,1,0,0
594.8,1,701.25,34,1,0,0,0
1056.76,0,465.83,26,0,1,0,0
713.87,17,1082.3,23,0,1,0,0
548.71,23,389.92,35,1,1,0,0
268.72,8,337.87,24,0,0,0,0
1009.18,12,1330.85,151,0,0,0,0
243.54,1,539.85,134,0,1,0,0
2345.04,6,1806.98,44,1,1,0,1
1190.87,15,1112.05,171,0,0,1,1
255.3,20,515.79,95,0,0,0,0
804.96,18,890.46,76,1,0,0,0
516.9,14,3032.15,113,0,1,0,0
1508.96,21,1045.83,186,0,0,0,0
4189.98,10,942.96,31,0,0,0,0
168.15,0,465.53,83,1,0,0,0
1230.32,20,2011.69,144,0,0,0,1
934.37,6,1466.69,82,0,0,0,0
2145.96,19,468.09,21,0,0,0,0
1357.22,7,2055.45,88,0,0,0,0
516.99,9,734.25,142,1,0,0,0
797.07,4,401.73,151,0,0,0,0
494.71,8,464.47,162,0,0,0,0
3216.37,0,1126.22,162,0,0,0,0
1120.26,1,403.39,157,0,0,0,0
7340.71,18,343.14,92,1,0,0,1
1032.09,13,511.16,78,0,0,0,0
540.01,19,559.08,131,0,1,0,0
241.36,9,444.08,198,0,1,0,0
180.7,8,506.56,106,0,0,0,0
224.95,9,1153.04,100,0,0,0,0
1432.43,5,775.81,167,1,0,0,0
1823.89,16,488.15,55,0,1,0,0
225.61,5,514.55,105,0,0,0,0
2683.93,3,614.62,75,0,0,0,0
676.5,19,636.1,75,1,1,0,0
1270.03,2,637.71,159,0,0,0,0
5498.45,22,1127.94,14,0,0,1,1
2688.77,18,748.61,101,0,0,0,0
838.38,17,761.95,175,0,0,0,0
449.8,23,1565.67,187,0,1,0,0
127.51,3,2050.81,138,1,0,0,0
534.24,7,317.8,10,0,0,0,0
887.91,16,257.92,81,0,0,0,0
408.63,4,539.35,180,0,0,0,0
961.74,12,1064.09,81,0,0,0,0
1184.23,0,833.47,6,0,0,0,0
875.81,12,1251.95,55,0,0,0,0
572.49,3,525.62,193,0,0,0,0
1298.1,21,205.61,151,0,0,0,0
1706.06,23,292.93,125,0,0,0,0
368.56,13,933.41,132,0,0,0,0
4495.95,2,1257.72,6,0,0,0,0
993.68,4,211.86,55,0,0,0,0
1117.5,6,1550.6,158,0,0,0,0
2226.56,0,879.0,74,1,0,0,0
1384.67,22,637.62,24,0,0,0,0
2844.48,11,456.64,27,0,0,0,1
1461.36,10,1727.96,58,1,0,1,1
594.41,23,1139.34,147,0,0,0,0
1574.2,7,892.92,138,0,0,0,0
349.42,5,428.87,167,0,0,0,0
1222.39,21,1751.99,140,0,0,0,0
1060.79,1,677.37,61,0,1,0,0
890.59,18,795.85,182,0,1,0,0
964.36,19,694.95,181,0,0,0,0
167.03,19,420.17,119,0,1,0,0
633.51,23,805.8,153,1,0,1,0
1203.33,13,1010.46,127,0,0,0,0
1286.73,0,510.32,40,0,0,0,0
392.42,9,765.44,75,0,1,0,0
3888.22,15,688.9,73,0,0,0,0
461.2,3,1151.8,62,0,0,1,0
2891.29,10,555.93,67,0,1,0,1
1681.08,15,762.0,20,0,1,1,0
574.66,19,864.63,138,0,0,0,0
6472.46,0,548.43,82,0,0,0,0
332.41,15,405.36,126,0,0,0,0
2749.44,18,446.95,184,0,0,0,1
2982.69,20,850.24,6,0,1,0,1
560.81,21,577.56,118,0,0,0,0
4413.69,8,572.98,118,0,1,0,0
854.02,8,955.74,128,0,0,1,0
1463.66,8,1226.22,150,0,0,0,0
1422.71,16,1359.71,167,1,0,1,1
958.81,11,460.59,90,0,0,0,0
2467.12,12,1157.07,171,0,0,0,0
2424.76,7,2323.87,133,0,0,0,0
190.85,15,717.41,169,0,0,0,0
4041.37,17,636.52,25,0,0,0,0
207.99,0,561.69,5,0,0,1,1
3079.57,0,351.34,136,0,0,0,0
3383.63,11,1102.52,62,0,0,0,0
368.35,5,638.22,5,1,0,0,0
727.19,8,608.0,145,0,0,0,0
362.96,22,1004.66,178,0,0,0,0
884.55,4,1061.77,179,0,0,0,0
805.9,15,463.82,11,0,0,1,0
2391.46,17,470.51,55,0,1,1,1
4065.57,16,458.15,7,0,0,0,0
4427.91,17,2364.0,182,0,0,0,0
625.05,0,1613.7,158,0,0,0,0
889.61,18,1016.61,35,0,0,1,0
203.68,21,531.0,104,0,0,1,1
489.87,7,570.12,66,0,0,1,0
2878.0,2,827.21,158,0,0,0,0
5516.96,4,2503.58,199,0,0,0,0
319.15,22,791.02,112,0,0,0,0
606.4,7,902.61,59,0,0,0,0
1068.05,18,144.11,160,0,0,0,0
1451.22,17,776.31,48,0,1,1,1
488.04,17,288.21,85,0,0,0,0
1675.83,20,496.61,170,0,0,1,0
682.77,0,684.12,34,0,1,1,0
1080.9,14,554.87,70,0,0,1,1
1893.69,17,454.15,140,0,0,0,0
1103.7,6,456.58,18,0,0,0,0
708.83,15,586.03,105,0,1,0,0
982.78,15,570.88,110,0,0,0,0
1003.89,14,673.28,107,0,0,0,0
757.47,5,643.75,66,0,1,0,0
846.58,8,1432.71,79,0,0,0,0
5424.32,6,194.46,195,1,0,1,1
1921.61,13,770.46,83,0,0,1,1
816.09,10,694.09,198,0,0,0,0
2201.63,20,613.69,111,0,1,1,0
785.39,15,435.51,100,0,0,0,0
3544.4,5,608.0,44,0,1,0,0
1587.07,21,249.61,145,1,1,0,1
985.06,15,752.97,111,0,0,0,0
1715.94,19,839.52,21,1,0,0,0
227.95,15,435.96,19,0,0,0,0
355.4,11,2131.14,165,1,0,0,1
332.31,16,618.77,20,0,0,0,0
1265.15,4,682.97,17,0,1,1,1
6201.3,12,1482.48,155,0,0,1,1
10211.81,7,2404.93,40,0,1,0,0
2075.69,23,339.0,47,0,1,0,1
1809.57,4,470.46,182,1,1,0,0
181.08,11,625.4,118,0,1,0,0
637.35,8,425.93,78,0,0,1,0
498.81,2,1105.07,85,1,1,0,1
589.43,2,398.7,98,1,0,1,0
926.91,0,1422.2,145,0,0,0,0
683.97,21,966.99,34,0,0,0,0
151.52,17,1337.32,189,1,0,0,0
2316.73,23,399.77,34,0,0,0,0
375.12,11,528.43,14,0,0,0,0
1393.04,8,1140.01,103,1,0,0,1
8726.18,8,1022.45,198,0,0,0,1
437.3,17,559.97,98,0,0,0,0
87.33,17,609.89,43,0,1,0,0
823.86,6,512.55,41,0,0,0,0
3297.63,3,600.12,135,0,0,0,0
7772.5,12,372.71,93,0,1,0,0
320.68,16,337.0,166,0,1,1,0
1802.08,23,1215.92,170,0,1,0,0
688.62,1,588.02,18,0,0,0,0
986.39,13,1327.16,196,0,0,0,0
15434.23,2,951.07,43,0,0,0,0
243.97,4,802.08,186,0,0,0,0
1413.38,13,434.36,134,0,0,0,0
1750.56,2,321.67,47,1,0,0,1
3247.97,22,505.66,185,0,1,0,1
1209.53,6,1667.62,135,0,0,0,0
1492.27,17,1133.85,173,0,0,0,0
741.26,12,478.07,12,0,0,0,0
1435.3,22,509.11,100,1,0,1,0
778.06,21,380.9,195,0,0,0,0
2041.77,9,262.89,69,0,0,0,0
757.78,12,706.95,83,0,0,0,0
1598.95,15,1872.53,136,1,1,0,0
1065.01,8,1886.69,72,0,1,0,0
3381.42,1,957.9,96,0,0,0,0
1041.7,22,463.31,14,0,0,0,0
186.23,4,278.75,79,0,0,0,0
3873.53,21,1246.68,182,0,0,0,0
443.31,16,869.86,155,0,0,0,0
570.34,22,550.19,65,0,0,0,0
604.46,21,497.71,51,0,0,1,0
4334.83,3,953.62,7,0,0,1,1
129.58,16,405.06,107,0,0,0,0
25279.49,8,767.81,21,0,0,0,1
3152.83,19,319.93,26,0,0,0,1
1370.92,1,2532.87,120,0,0,0,0
1038.06,23,440.44,95,0,0,0,0
1459.07,17,981.46,148,0,0,0,0
1846.64,20,324.14,108,1,1,0,1
2090.62,21,603.08,7,0,0,0,0
1911.43,10,1130.9,56,0,0,1,1
1199.4,12,1287.65,115,0,0,0,0
900.24,7,1051.5,165,0,0,0,0
942.68,0,612.2,46,0,0,0,0
902.43,16,446.05,134,0,0,1,0
3407.62,11,348.41,43,0,1,0,1
1985.36,3,1639.72,50,0,0,0,0
57.95,20,707.7,52,0,0,0,0
2113.08,12,790.72,31,1,0,1,1
1332.4,8,1338.39,19,1,1,0,1
1076.31,6,945.81,11,0,0,0,0
743.58,22,616.19,113,0,0,1,0
3374.87,23,1039.65,189,0,0,0,0
2828.57,4,457.82,46,0,0,0,0
506.3,4,262.25,13,1,0,0,0
1647.56,16,1551.7,109,0,0,0,0
415.03,8,481.29,138,0,0,0,0
275.99,5,554.14,189,0,0,0,0
585.98,18,584.26,80,0,1,0,0
2597.73,15,463.44,34,0,1,1,0
2844.45,20,1287.94,187,1,0,0,0
1831.86,1,832.7,88,0,0,0,0
2264.47,9,554.31,130,0,0,0,0
1837.53,15,309.39,88,0,0,0,0
577.39,4,798.14,58,0,0,0,1
1689.05,14,152.88,114,1,0,0,0
2441.6,12,764.83,31,0,0,0,0
2331.56,12,1489.07,88,0,0,1,0
3600.81,12,691.41,191,0,0,0,1
2226.76,14,1371.69,11,0,0,0,0
1558.45,13,318.14,172,0,1,0,0
3197.58,7,2260.01,108,0,0,0,0
1067.93,10,1284.82,76,0,1,0,1
454.01,17,884.99,6,0,0,0,0
931.63,23,464.5,146,0,0,0,0
520.66,3,420.43,142,0,0,0,1
558.26,9,637.44,54,0,0,0,0
949.07,0,1368.77,150,0,0,0,0
496.5,4,302.08,22,0,0,0,0
805.96,12,669.31,20,0,0,0,0
165.07,0,1033.32,56,0,1,0,0
1357.36,22,1161.66,184,1,1,0,0
1097.96,7,1031.47,163,0,0,0,1
484.4,2,284.13,88,0,0,0,0
