income,credit_score,existing_loan,monthly_emi,employment_years,missed_payments,approved
1180020,470,154062,54951,9,0,0
338155,836,553949,16182,15,0,0
1369250,550,668779,41580,10,4,0
1106739,686,800889,36558,12,7,0
1505289,506,854032,15659,5,0,0
1690077,840,627907,34413,23,3,0
743351,715,338246,10435,0,5,0
267642,679,557373,53664,20,3,0
290093,443,97064,53911,18,4,0
1756182,324,706014,28067,11,1,0
417215,372,399346,22258,23,3,0
1955856,392,630011,28287,5,7,0
1932465,804,133114,3688,17,6,0
235954,635,856566,7689,12,5,0
1276432,724,829414,1379,6,2,0
726861,798,491638,37011,22,5,0
759655,663,851617,43005,12,3,0
695553,498,557765,27624,20,2,0
962092,712,638449,25964,7,4,0
1086040,638,839141,22891,20,7,0
522918,728,684076,49098,16,5,0
1272328,438,340281,56971,8,1,0
1041461,841,822450,57745,19,2,0
348757,356,139133,51805,12,2,0
1562413,531,663969,38379,1,5,0
316739,734,297515,55279,3,3,0
1486585,683,765710,12516,24,2,0
980316,493,345165,13886,1,4,0
1456556,833,414021,20307,3,5,0
1505185,817,270001,24843,17,4,0
1637398,484,666980,46484,4,5,0
536676,591,532465,5912,18,4,0
1592714,634,423327,21514,9,3,0
1566853,415,251842,21823,17,5,0
1214929,348,350722,57032,24,7,0
1766847,381,614229,28797,20,6,0
523412,632,782409,6449,9,1,0
685417,634,536114,1725,4,3,0
1680035,831,669250,15870,16,4,0
388456,520,344572,9304,21,7,0
755941,622,510283,7522,12,5,0
1406305,302,650332,13663,22,3,0
428504,505,713391,4784,16,4,0
1894693,339,512656,9472,8,0,1
852665,358,505350,50384,23,0,0
1774486,806,337164,28952,11,2,1
773044,421,529783,10055,13,1,0
1289385,778,28481,29508,13,0,1
1789589,395,666627,12676,7,6,0
916756,713,904329,25192,22,4,0
251226,534,761062,24722,4,3,0
699512,361,137815,7446,18,5,0
1854046,555,972304,53768,13,3,0
1724357,647,627763,4725,8,2,0
1277978,423,704133,20061,6,7,0
1252839,781,319186,47537,7,3,0
1240993,616,49476,22671,13,0,1
1426476,803,747465,57632,21,3,0
772212,347,290696,1409,13,0,1
536326,708,720602,8205,10,0,1
424137,435,438988,16365,13,1,0
1700844,500,961234,256,20,2,0
1129168,549,684308,50873,7,6,0
1546457,613,207383,15704,2,6,0
563476,667,69093,50575,22,4,0
1600283,728,593411,29902,17,6,0
1933309,779,16535,54105,2,0,1
1759161,613,328634,35758,12,5,0
891757,799,570850,1195,11,2,0
590719,654,381186,53711,14,4,0
1727937,784,256323,53517,17,6,0
1349947,510,875512,34012,4,6,0
762997,343,258916,11415,6,5,0
1233578,840,713895,39534,10,3,0
1440768,391,230063,21686,10,2,0
1398898,564,41269,11662,14,5,0
221172,519,80674,48978,9,6,0
735843,741,828894,28743,14,2,0
1196121,700,920631,32161,12,2,0
1826140,699,285291,50458,13,6,0
781780,789,438744,43081,16,3,0
908362,784,601383,2402,12,3,0
713319,769,768460,49648,9,6,0
980298,744,724291,52551,24,2,0
1076031,568,90925,13275,0,5,0
1470896,566,590669,28182,0,1,0
1666554,353,623756,14915,14,0,1
1259622,827,242330,909,15,3,0
428071,819,850181,48574,11,6,0
578165,358,956176,372,23,7,0
908662,339,13731,22620,5,1,0
616366,536,386791,34112,5,3,0
1515573,685,972016,8515,11,7,0
1212117,599,491874,2431,24,2,0
845188,694,575312,21054,14,6,0
1731191,506,641000,51936,3,1,0
615008,635,101121,32624,23,6,0
1831993,813,265976,10585,3,5,0
1454126,477,556620,48230,1,5,0
444883,695,12467,31958,23,4,0
1886994,670,41025,58559,11,0,1
1709090,617,144179,1695,6,0,1
1149491,668,77994,34675,19,3,0
871210,683,94202,53966,8,0,1
1129616,361,567769,49932,8,6,0
1370365,804,395797,33787,7,6,0
879418,538,599406,44225,13,4,0
900780,494,386154,1403,0,7,0
1811754,521,444854,17810,22,5,0
1314593,360,648002,8855,20,7,0
1426952,428,925922,38636,22,7,0
1936857,455,748987,10839,11,1,0
699137,677,160185,10,24,1,1
856884,736,84363,39098,1,5,0
824712,506,910039,47829,12,2,0
893264,687,325188,9230,3,5,0
1041344,779,211027,51977,19,1,0
1806872,639,978534,40232,17,7,0
1641852,639,273958,47514,18,3,0
1978602,503,361484,35771,15,4,0
807847,460,272168,29256,13,7,0
1303913,839,718648,25651,7,5,0
1097048,691,895668,32383,11,2,0
1524070,833,582124,39963,8,7,0
1272930,369,269579,55872,5,3,0
1293762,704,984588,52240,17,5,0
752433,816,255095,13662,1,3,0
627236,419,857033,13739,22,7,0
1858987,516,481632,48356,7,5,0
1748459,355,261176,1789,23,3,0
1979122,665,383015,19420,13,6,0
940829,803,249717,23761,5,0,1
1793445,754,658767,40366,9,3,0
1861793,403,885375,37606,7,6,0
485195,376,32940,38640,16,7,0
775762,529,529954,52805,24,0,0
816036,557,299266,44135,11,1,0
1374571,563,905079,37067,16,0,0
1494266,630,156164,58420,12,3,0
1580346,481,916185,17357,18,4,0
993392,849,909834,39851,11,4,0
628988,326,206717,38262,15,1,0
380553,575,363334,59209,24,3,0
760696,598,362612,11317,4,0,1
1080438,390,915639,58643,24,4,0
1508144,779,26505,52558,15,5,0
519278,757,561001,21534,24,2,0
1400139,750,447603,25734,5,3,0
1905277,664,829601,35897,10,6,0
899983,650,204354,32872,16,6,0
1863191,699,601799,40201,22,5,0
593554,552,969246,7689,13,5,0
1451079,758,826954,3567,5,3,0
1391902,798,212204,20732,24,2,1
1955796,807,250694,20774,22,4,0
1259920,603,249836,23195,10,2,0
594966,800,758849,50333,11,1,0
1840821,465,885829,37412,12,0,1
305423,714,528168,47734,3,0,0
520197,761,436670,44098,6,5,0
664071,413,973215,22257,1,4,0
871256,732,567827,4394,5,2,0
386833,655,240056,36302,5,5,0
917912,506,985825,22228,17,3,0
975435,534,219057,55091,19,5,0
277454,741,539087,12388,7,3,0
1506170,654,507800,11319,7,3,0
1760473,814,104843,6475,7,1,1
1601320,507,977606,31555,7,1,0
1109164,424,443942,18158,0,3,0
1764718,437,48784,14728,1,7,0
1145439,638,113034,44774,11,4,0
237641,836,960837,29545,14,1,0
1802575,367,434044,31100,3,1,0
1617616,840,724886,57435,24,0,1
1916118,682,54362,16150,2,5,0
812121,318,53997,33214,13,0,1
518420,749,181413,32876,21,4,0
481685,373,412289,3239,22,1,0
1724102,575,364543,38699,7,6,0
1293389,347,800981,36821,12,7,0
1941134,510,843352,30615,22,1,0
864180,839,740686,13746,18,2,0
486214,490,468731,20921,21,4,0
1128626,614,784752,22745,4,6,0
542703,412,413532,1245,12,5,0
404615,469,157255,51872,19,5,0
1725233,767,880292,46607,0,6,0
1814650,313,548912,24853,15,5,0
1998870,587,717875,27632,22,7,0
599953,488,759072,12856,23,6,0
1171741,454,478997,56893,1,4,0
1038003,770,570993,5105,6,6,0
1536230,374,613614,35690,5,6,0
481570,576,419972,2513,4,2,0
1285841,642,846822,58182,3,2,0
1497897,724,68369,2801,1,0,1
266150,810,201893,32345,9,4,0
1860176,481,271733,13895,21,4,0
1338189,757,637300,39749,4,2,1
537054,363,931620,8221,17,3,0
321826,559,859613,55654,9,3,0
759723,492,700146,6038,22,0,0
650348,705,750046,32031,21,7,0
1458593,392,647999,55381,14,3,0
1199554,729,76425,58601,8,3,0
334055,733,947790,15082,10,3,0
690457,703,496297,14648,20,7,0
876022,733,540282,364,24,1,0
1009942,411,111915,34568,24,0,1
1982123,674,385105,14110,16,2,1
896358,358,483414,5958,20,3,0
1698638,342,104672,9096,8,5,0
1342647,506,813071,7436,22,6,0
1555267,595,279349,21177,15,1,0
1041052,417,318821,26754,5,7,0
346389,831,32930,24544,21,7,0
1888472,521,73313,12638,10,7,0
469708,465,749211,179,22,3,0
1931281,455,113153,3873,16,6,0
838112,483,485725,53112,3,6,0
1211727,389,804748,17570,14,1,0
454444,393,944808,48223,0,0,0
803561,312,232911,17157,21,7,0
1061291,737,96058,45565,19,5,0
411837,837,87876,4460,0,5,0
310017,449,609654,48084,8,5,0
323618,307,537691,352,11,7,0
659297,328,342196,56095,3,3,0
1373917,595,772838,21586,21,1,0
1220154,639,261420,5344,12,7,0
1015862,738,477843,4507,6,5,0
1979468,443,335639,37598,7,6,0
752076,818,163004,43988,12,7,0
950865,344,358234,32885,10,6,0
641759,538,298845,16865,8,4,0
1082554,454,396601,37055,24,7,0
1812838,480,776684,27213,23,4,0
1093741,514,581529,55954,15,1,0
740659,387,665727,57450,9,7,0
622845,555,65030,4477,10,3,0
906544,810,701865,6533,11,3,0
524060,372,164404,49395,13,0,0
1846836,478,207397,59976,18,0,1
1441835,511,952772,23396,11,5,0
475128,533,479702,12755,17,2,0
1019471,764,418779,865,20,6,0
809719,522,105185,11173,16,0,1
1070123,563,36404,58905,2,3,0
1045038,506,55182,38097,0,6,0
1652408,665,295135,33371,18,2,1
1089097,575,628889,38524,3,0,0
1878237,679,703023,11254,22,1,1
1429720,608,852318,4018,15,4,0
450195,567,646290,5192,11,0,0
1392324,363,345992,2015,20,7,0
1652608,649,941631,42618,20,0,0
232733,793,844124,3380,12,7,0
1989616,822,225461,28343,16,1,1
726338,397,823932,3770,7,3,0
309996,370,820217,5829,12,5,0
758221,663,608434,34381,19,1,0
749239,575,488195,45915,4,5,0
756701,349,572285,15545,17,0,0
1414449,657,531458,18263,14,3,0
1959555,784,144375,38140,11,2,1
1150417,383,333887,53260,16,0,0
1099005,595,471068,43306,24,1,0
1236580,535,35187,25675,14,2,0
633816,355,720394,58418,1,4,0
1961711,659,989280,25362,5,2,0
1470464,409,657253,148,16,1,0
985332,491,669113,1754,15,6,0
1994029,392,38090,26745,16,2,0
967950,359,982426,7378,24,1,0
366472,338,469984,46359,19,6,0
597710,839,845844,55833,8,0,0
411760,348,777766,20140,4,6,0
322744,719,318174,9371,22,3,0
1978627,312,541797,26999,0,4,0
1750522,335,68653,12779,5,6,0
1291577,400,692289,31075,23,3,0
791652,385,391770,30697,13,3,0
1111420,815,965795,58268,16,3,0
1031460,522,266186,54544,24,6,0
438506,637,193646,9795,18,1,0
953019,465,299345,52204,0,7,0
630789,682,747642,38460,0,1,0
1904742,675,538304,4218,12,4,0
1110775,770,287166,37571,13,1,1
1960574,330,756322,51529,5,5,0
1901165,674,552226,11672,5,1,1
1112727,310,174750,54238,0,1,0
699722,601,904603,31042,13,1,0
1933693,395,260710,35950,2,0,0
758924,489,232320,11009,22,4,0
1984033,752,848152,47096,9,5,0
379352,491,367658,19544,18,1,0
1010694,785,712165,55728,18,7,0
393283,565,991827,29381,18,4,0
1172346,723,657346,25287,22,2,0
1115015,427,76478,2586,3,0,1
1698771,537,405377,2648,19,6,0
1198974,654,938193,40081,18,7,0
631413,411,127101,18101,9,1,0
1552564,745,356843,45312,24,7,0
526898,642,716284,21692,1,5,0
1151661,444,494527,7407,3,0,1
1063561,364,361417,17254,23,5,0
502186,546,729668,15234,5,6,0
1310241,789,756488,52726,6,6,0
1495160,738,588033,22211,15,7,0
1365529,405,132283,29480,6,0,1
676072,480,393445,47780,17,2,0
1931312,483,381116,57138,19,7,0
1226553,525,441758,24846,21,4,0
1435202,388,931849,42503,18,0,0
345271,829,101489,57893,8,3,0
318533,670,556107,46193,19,6,0
1168452,698,47779,48466,9,2,1
1846645,405,737781,15321,12,7,0
1714542,570,354388,12646,17,6,0
266262,802,589872,54921,15,3,0
1033032,824,413166,22117,21,2,1
276898,331,670533,59056,16,6,0
655699,692,248815,52392,21,3,0
1397945,339,844464,58706,12,3,0
754736,517,377218,4893,11,6,0
488316,381,361417,9476,9,7,0
1256233,500,814468,17270,0,6,0
677602,746,254957,55006,7,5,0
1144189,727,595644,21702,20,0,1
1239504,337,145364,51410,21,0,1
574999,510,527340,4382,17,2,0
1932767,743,306521,1785,1,4,0
207906,626,198910,45798,15,6,0
1572133,526,329963,11735,11,7,0
1826892,347,900121,30177,8,5,0
993719,317,146692,30712,2,0,0
1544380,738,30461,56879,21,0,1
1717550,486,807182,16679,20,7,0
1046936,644,9472,43013,3,5,0
915080,523,855695,35365,1,1,0
1875843,787,112036,17064,7,5,0
234701,528,188674,30563,9,7,0
1331876,689,287667,54042,15,0,1
965537,487,686126,53450,22,4,0
1921610,569,889694,33092,10,1,0
283560,609,590348,47928,17,7,0
442615,431,271223,57104,21,7,0
243642,371,663759,26867,13,3,0
717083,486,322870,45382,7,5,0
691036,785,355050,33754,22,3,0
527304,490,278676,19502,14,1,0
565464,721,909121,760,16,1,0
813089,419,475573,24142,20,1,0
1536651,519,43162,44653,17,2,0
1342953,352,921253,41996,5,5,0
526916,750,273497,17290,22,7,0
1700554,711,112313,5499,13,6,0
512250,536,28477,364,22,4,0
805409,705,679930,56921,2,4,0
1274135,721,86373,19797,6,7,0
1092027,546,928941,40795,14,3,0
758030,371,693464,32535,20,7,0
1056101,484,718730,46300,23,3,0
1925690,305,528839,47176,15,6,0
1383620,505,68359,16105,15,3,0
1360793,843,448096,7939,7,5,0
1814737,686,143988,13936,6,0,1
1092964,375,126150,42029,5,3,0
603119,476,473919,15863,1,1,0
858380,648,696805,12561,21,3,0
1335564,554,309780,10447,12,1,0
769936,607,467143,30624,11,2,0
325991,644,995698,46940,14,0,0
602732,426,816117,44646,8,0,0
706079,586,837566,12411,1,6,0
726684,786,351060,19465,16,5,0
1332658,682,107967,38216,4,7,0
328322,705,94455,19642,10,5,0
856951,687,783123,31262,21,4,0
211303,824,461063,30363,18,2,0
1410209,575,957497,2107,23,6,0
1582439,799,175405,7928,6,5,0
1498266,636,239646,48002,1,1,0
1209612,780,189937,19317,15,2,1
299616,572,472312,49078,11,0,0
1110597,357,836188,51981,22,7,0
1334807,627,385007,25017,14,7,0
469458,408,61192,13528,0,1,0
1268199,578,191758,54158,24,6,0
923035,627,835165,13313,12,6,0
690042,614,235161,1559,22,2,0
658298,773,812425,50893,5,0,0
1247343,410,685852,15167,12,5,0
1725416,528,676341,15343,17,1,0
305228,796,286287,38598,2,1,0
626346,455,995107,7523,0,0,0
1955692,772,715637,49777,14,1,1
1084056,571,107044,28439,12,7,0
1930228,301,505173,50842,4,5,0
1769123,810,181062,15524,24,5,0
1317850,585,652694,13285,12,5,0
1382117,312,456104,10973,21,0,1
1302523,797,69351,57434,4,3,0
1926470,537,490588,22694,18,3,0
1443268,393,705359,35774,20,6,0
248874,637,234085,4302,23,6,0
1822572,470,758171,50240,17,7,0
1323129,766,498095,22391,20,1,1
792632,442,70309,4611,21,5,0
909662,500,929950,9372,9,1,0
771926,479,686093,24312,23,0,0
1326825,663,119156,14080,7,1,1
727007,778,338144,15082,14,4,0
878250,770,441848,47409,20,3,0
670452,683,21576,42861,24,1,0
1678301,716,527608,30677,19,1,1
242534,607,666110,20874,24,2,0
695518,666,627290,8378,22,7,0
816529,300,184535,1597,21,1,0
612003,343,26572,11600,3,4,0
326209,397,280092,3747,1,3,0
642061,564,520114,13879,23,2,0
1437580,439,640816,51822,5,7,0
816412,780,694186,13017,2,0,1
1864523,536,89051,24815,6,6,0
364134,371,814299,18964,9,0,0
1324289,489,191303,28812,22,3,0
1991199,567,983766,40200,5,6,0
688972,620,746716,24714,15,0,0
1177965,406,781700,18890,1,7,0
1323994,531,203305,4725,23,4,0
1184176,341,306822,43205,16,1,0
1376808,438,893993,20684,12,3,0
720551,572,799395,26325,0,6,0
363038,780,457576,57911,5,2,0
1190049,715,573722,32542,4,1,1
1130491,805,66617,46037,24,0,1
1416959,723,937773,13092,12,0,1
1574572,706,641857,30382,22,2,1
458722,689,731672,39770,17,4,0
332079,641,883784,25457,11,7,0
402053,792,866164,6131,6,7,0
800530,491,510874,46029,14,2,0
1427165,798,369792,25215,2,3,0
1751814,532,81494,12612,15,2,0
1277833,526,744265,37305,0,0,0
680488,670,601513,13091,15,4,0
635423,438,82867,35103,23,4,0
1392929,448,168600,37089,11,5,0
523390,414,779957,29759,18,2,0
463579,749,865404,46022,7,3,0
1478523,362,458818,52137,22,0,1
1480334,403,882693,559,11,1,0
1864221,572,615036,713,14,7,0
1406308,305,254265,37361,1,7,0
1199701,446,519493,15184,16,7,0
1131011,483,164404,15261,6,4,0
1976531,327,910913,20372,12,7,0
1856671,849,653817,55355,0,2,0
1687331,418,996433,32140,5,5,0
338563,592,986710,33024,12,3,0
983066,670,484353,57920,10,3,0
1754623,543,264395,47342,9,6,0
905552,517,963221,32544,15,7,0
526032,476,885540,37,23,0,0
797897,598,682387,43032,22,4,0
972800,357,97382,12697,19,0,1
1502549,568,479767,41420,16,7,0
1531673,607,9583,48698,16,5,0
1625402,587,574675,31707,3,1,0
1762833,404,285248,26016,4,7,0
1927757,527,536512,34600,22,1,0
1679359,546,847056,48285,13,1,0
1363950,793,449274,23984,19,3,0
749148,382,890752,5167,9,4,0
876555,485,227444,432,13,7,0
801763,551,946803,4151,0,0,0
684090,654,340716,47680,10,0,1
1073698,509,871901,6411,22,5,0
876787,746,864360,30788,17,1,0
1537803,759,466690,50903,15,4,0
942406,771,266285,26623,17,4,0
1043804,669,678710,54149,7,5,0
848074,791,468298,22104,9,2,0
1161568,436,857303,56768,9,4,0
1780677,666,136149,256,4,4,0
1280174,483,570303,33439,9,0,1
1754510,586,988651,33257,17,5,0
1865970,771,976684,39657,20,7,0
489226,674,171929,44674,23,4,0
1015673,836,756556,51248,5,4,0
427286,810,190912,18066,2,0,0
637785,549,846334,45371,7,7,0
1260321,809,5577,32746,8,7,0
1012461,372,806434,2460,4,4,0
1392673,581,50711,37297,1,0,0
432732,659,563739,54273,1,2,0
1918224,309,493027,34743,6,3,0
813474,510,704463,3216,16,6,0
1124044,451,421863,14267,9,0,1
1084200,304,559119,9581,11,0,0
413030,494,249402,4515,1,4,0
924238,582,755664,22076,9,0,0
1814710,763,882930,44816,19,5,0
1218652,412,915381,9776,0,1,0
1586652,570,244942,54091,3,1,0
348554,462,95119,21947,12,2,0
485555,759,853262,2963,11,7,0
644191,404,342776,53681,10,0,0
1702337,581,823265,6786,9,7,0
1754094,461,767754,13866,14,5,0
1589517,650,748224,38968,4,4,0
514451,733,810830,32305,24,4,0
1120597,439,585842,17360,16,6,0
1532762,770,50755,40113,4,3,0
1825794,431,935210,32813,1,2,0
972944,386,153412,1193,8,5,0
1686205,482,851426,4512,5,7,0
968747,667,588172,54095,17,5,0
424695,428,870793,22666,13,6,0
1084315,545,541770,16630,18,6,0
1544476,677,54225,52371,13,4,0
1301844,448,189921,8983,7,7,0
1681006,732,599142,636,16,3,0
1461519,768,565544,3775,2,4,0
1670394,745,240617,2421,9,3,0
908691,780,108721,13025,16,1,1
773189,593,605398,9280,10,5,0
1610706,442,113606,36951,7,6,0
1443064,549,538938,11351,0,1,0
1936132,601,177190,49864,12,7,0
590530,324,28930,54997,20,4,0
862784,369,741067,38091,3,2,0
441531,411,260102,55184,6,0,0
1495269,663,362544,45656,13,2,1
1194465,602,273945,30171,4,2,0
1119484,770,575648,3644,23,0,1
903650,390,874340,16142,10,5,0
1799295,829,147631,7773,16,1,1
1486936,491,294478,28466,4,1,0
544855,541,236545,10778,19,5,0
1755979,437,13288,12501,2,0,0
1274961,644,677758,47177,4,3,0
631374,479,207302,2108,14,2,0
1664811,802,798623,29369,18,4,0
480783,502,280195,36382,15,1,0
1334106,491,61715,25818,7,5,0
483707,304,10737,10251,12,4,0
577816,536,589428,23341,15,6,0
1678236,610,680611,11678,2,0,0
1186420,848,182047,14367,0,4,0
1650503,355,267291,54431,8,7,0
1978254,742,574796,29672,8,4,0
545114,536,314368,4332,21,7,0
443373,496,281787,12002,16,2,0
547697,813,301111,20284,23,0,1
1410355,748,103535,59949,1,4,0
1418758,659,827165,15700,8,1,0
1246914,329,296952,13769,23,0,1
1965724,407,512438,29318,18,1,0
1855743,744,722648,24323,12,5,0
1156331,737,583247,27610,4,5,0
1486836,756,395065,6963,8,6,0
1123159,794,330322,53720,12,3,0
1171129,546,722496,7838,0,5,0
1919187,842,191812,45167,24,4,0
846701,738,112255,12243,14,0,1
986958,577,610610,27939,3,5,0
530904,410,830997,1845,3,1,0
1296413,684,937687,46710,19,4,0
718349,490,508522,16766,9,5,0
984838,789,1132,36880,24,7,0
997968,725,693619,12780,5,7,0
1801405,704,751972,48458,23,2,1
279083,634,850100,56221,11,1,0
758819,508,259427,52962,19,6,0
1519432,321,431779,42856,15,6,0
1614821,507,485443,1509,2,6,0
1847608,307,633123,23957,13,1,0
977147,828,142003,45172,0,6,0
1248382,465,782516,34346,9,3,0
854037,795,597457,17263,14,2,0
1238836,728,260529,51314,6,3,0
1041047,462,443855,46874,3,7,0
806791,665,253608,26148,13,5,0
1502922,825,758673,31533,23,2,0
809996,538,714261,42608,15,1,0
915472,371,624705,56866,13,3,0
1875335,744,525332,12931,2,4,0
1244244,808,177763,1359,16,2,1
978513,568,231807,53583,20,1,0
1406237,714,24363,24532,13,0,1
1933951,544,308838,20344,17,2,0
360081,359,394798,52963,2,2,0
588590,305,997414,4242,21,5,0
1965982,706,984348,20601,18,4,0
1093093,516,807733,49232,2,5,0
881503,325,336473,19116,11,6,0
1254730,304,1620,56985,21,2,0
877164,831,324368,35477,4,7,0
1159192,689,449871,51574,9,2,0
1312864,747,95419,52793,8,6,0
251195,445,692894,30782,0,4,0
482725,687,906482,45559,12,4,0
645864,548,496712,49819,2,7,0
492231,825,956894,18880,18,7,0
905290,761,726989,3499,10,3,0
364053,312,842288,31587,15,1,0
793586,683,180324,44458,5,1,0
1979240,698,317953,26020,23,3,0
1685200,318,546547,58689,2,1,0
1288075,790,20655,8080,18,2,1
1636536,718,950509,23207,5,3,0
645485,636,949133,33957,7,3,0
1942495,718,941114,13908,21,1,1
1493774,421,450400,30652,12,0,1
1716111,731,21602,30344,11,7,0
1869211,343,872377,55756,9,1,0
1559507,616,666470,25034,2,5,0
1546208,680,923577,25788,3,0,1
536585,444,887278,12751,0,3,0
1978599,626,342962,58255,12,0,1
222431,662,927699,47482,23,2,0
1572401,349,525825,33793,3,4,0
1443131,364,410354,56937,21,0,1
847008,654,961832,59755,10,5,0
773441,463,780498,32839,18,4,0
468512,440,701562,38314,10,2,0
1098792,427,171236,35453,11,5,0
376076,697,912977,9385,10,6,0
1468300,762,89743,56524,5,4,0
1829849,486,447875,18232,11,6,0
1563046,489,86155,43344,8,2,0
1881601,687,967196,34790,24,4,0
1984997,728,906630,15831,9,4,0
878758,583,942349,55490,2,1,0
953753,536,89846,20125,2,5,0
250861,493,758795,45708,19,7,0
1586617,586,292706,17682,22,5,0
1461553,435,814468,36870,15,0,0
851406,470,716112,17288,2,6,0
921001,458,860665,35794,9,6,0
209078,500,607337,59372,23,5,0
524912,786,239647,39477,10,5,0
1823911,803,330825,53863,7,4,0
1058058,670,289962,24405,5,6,0
1044092,402,948048,38737,19,3,0
1167290,424,848964,2620,10,7,0
1643717,612,996140,35414,20,1,0
415048,757,319849,37633,11,7,0
960581,529,544392,56497,15,0,0
1890696,496,386480,35057,17,7,0
1116838,722,652192,40138,12,1,0
849438,470,856035,13854,21,0,0
1405663,681,626787,53024,2,2,0
233320,472,845457,9677,14,4,0
527025,752,751624,44111,21,5,0
815115,649,818749,24074,20,5,0
1761863,793,424632,17824,13,3,0
564359,303,173084,765,17,7,0
1143793,392,524156,45439,13,6,0
1508507,305,892017,59782,4,6,0
1143187,587,461261,31615,20,1,0
606845,445,676760,48926,13,1,0
1797690,723,310414,36860,24,1,1
300734,756,203141,12975,7,6,0
357702,501,643703,9341,22,5,0
954122,511,443049,28141,14,6,0
1425811,305,194716,12334,14,1,0
1347087,675,604494,48845,18,4,0
1183939,746,331612,15835,19,0,1
1522373,405,190545,26548,5,5,0
1931897,700,963313,35434,18,4,0
806229,395,431544,25039,24,2,0
929497,687,430000,32530,7,7,0
298818,751,23723,38736,5,4,0
1173950,715,847078,40409,19,7,0
352360,803,721615,18565,22,4,0
819369,753,524362,9834,14,2,0
761165,590,779533,36656,2,4,0
573706,833,288642,840,9,0,1
1132817,492,720882,13873,14,5,0
1460533,449,621169,31568,23,7,0
272715,814,413757,10846,15,3,0
341398,692,570217,5899,16,6,0
1882955,615,123199,20502,18,2,0
1767628,375,231525,565,10,7,0
1381208,569,288172,38773,15,5,0
1065580,524,29545,41924,4,1,0
283186,829,603857,43242,4,7,0
1935826,412,31673,9187,13,0,1
1399670,550,424190,7226,17,3,0
794604,532,452115,42147,7,0,0
1276956,382,416313,38658,4,7,0
834486,424,888943,45881,6,0,0
464500,474,355288,4311,15,1,0
270326,368,326968,44214,22,3,0
1078879,346,23525,56888,13,6,0
839282,555,582092,41616,4,0,0
420971,329,146115,52134,23,1,0
1006481,580,566134,25689,8,2,0
1717509,536,77261,6083,3,1,0
1417060,547,757600,12598,3,4,0
1231519,667,500827,16940,15,7,0
989352,794,967731,52171,23,5,0
684410,324,184100,26880,16,7,0
1590281,789,954887,2580,14,7,0
425314,793,815915,57298,3,1,0
1687292,613,7265,46612,5,1,0
1828094,674,809195,57395,15,1,1
1740448,324,206724,42321,3,7,0
716998,633,15733,9386,5,6,0
1147531,654,898628,53171,4,0,0
1768560,415,615326,19522,15,6,0
665757,347,299564,26224,24,3,0
1623060,398,664607,14635,15,1,0
708062,758,941344,671,9,1,0
1832185,822,458365,33545,8,4,0
332028,704,21058,54079,3,4,0
431447,513,246301,26855,13,2,0
1060563,802,297073,35790,3,2,1
1689700,747,162434,51012,11,4,0
1195843,557,610777,52291,23,3,0
826045,420,608952,46585,9,2,0
1681235,353,702716,14260,3,5,0
501207,630,77597,1074,17,5,0
1624945,540,792473,42676,12,3,0
1627120,829,78209,9475,12,4,0
1591538,782,782397,12878,13,2,1
466847,486,979458,15120,17,1,0
920488,561,192941,23147,0,4,0
796387,663,676419,1986,20,2,0
619065,790,624152,43593,15,3,0
887220,730,962226,32430,14,5,0
231585,538,148620,41961,21,7,0
1663807,603,408294,55479,24,3,0
1195043,597,398635,17430,4,7,0
1816449,375,166562,2176,5,2,0
489102,632,207158,18722,5,3,0
1536737,773,639446,42815,2,2,0
1635397,582,976264,49652,15,2,0
1162854,371,947841,18617,11,7,0
479922,562,1468,27115,3,3,0
900601,311,286453,37376,0,0,0
1290805,440,983848,11906,3,1,0
1335228,316,72255,40002,0,4,0
1114699,362,782366,57124,20,5,0
449474,552,868331,6610,7,1,0
1952300,764,553006,43292,23,4,0
1112935,675,225409,49752,4,4,0
460116,819,239967,13411,1,5,0
1071310,389,693201,53436,11,1,0
1144994,474,991052,9180,21,5,0
720985,375,738925,47993,16,2,0
219975,699,964164,10073,6,5,0
357795,370,368697,37251,10,7,0
1665071,479,836713,30960,3,7,0
1457949,423,375595,5901,4,3,0
1129065,680,247113,38897,5,0,1
1224939,592,787199,50906,10,0,0
1445709,494,397111,51616,0,0,0
1074829,527,582314,43183,24,1,0
1953089,730,904574,4482,9,7,0
1543862,735,567256,42454,19,1,1
1837188,760,695457,25428,23,2,1
1424613,320,408548,7400,20,6,0
588076,363,145693,39574,10,0,0
860008,464,601158,57795,23,2,0
890493,326,542462,43284,16,7,0
1168181,610,910789,7396,7,6,0
820347,584,885621,7338,12,0,0
1212092,580,564790,42718,19,1,0
822605,463,298818,12500,17,6,0
925495,523,561548,11545,21,3,0
1545766,445,960002,5241,15,3,0
1688856,329,722969,23778,1,3,0
301459,344,704824,22821,4,5,0
961985,770,596093,4695,17,3,0
400422,333,195991,11530,2,4,0
1350096,726,783924,47080,21,0,1
785560,520,185541,51740,16,3,0
947512,833,17194,14318,15,6,0
716123,666,682171,50934,5,7,0
1578369,849,858809,22331,18,4,0
526818,415,655152,55746,6,4,0
1236548,538,518953,52672,17,4,0
344832,634,568011,26355,13,2,0
352999,740,231408,11324,5,6,0
548619,447,468451,28149,7,2,0
261367,308,242113,3218,14,4,0
953315,587,76298,20141,14,5,0
605804,687,583526,36784,14,3,0
1108182,349,259425,2837,15,7,0
